signal_date,symbol,strategy,decision,close,atr,tmqs,rvol,breakout,reason
2026-07-27,SHOP.TO,MOMENTUM,READY,179.13999938964844,9.105716160365514,100,4.080768224155184,STRONG BREAKOUT,Strong breakout with quality volume
2026-07-27,GIB-A.TO,MOMENTUM,READY,98.08999633789062,3.1900008065359935,83.52,1.6572033898305085,STRONG BREAKOUT,Strong breakout with quality volume
2026-07-27,DSG.TO,MOMENTUM,READY,100.43000030517578,3.958570752825056,81.28,1.5175349487418452,STRONG BREAKOUT,Strong breakout with quality volume
