symbol,strategy,decision,reason,price,prior_52_week_high,average_volume,rvol,sma_50,sma_200,breakout
CNR.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,180.16000366210938,178.39999389648438,1373259,0.88,164.159599609375,145.76409980773926,True
CP.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,130.4600067138672,129.64999389648438,1444603,1.15,122.65659912109375,110.60714969635009,True
EMA.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,76.7300033569336,76.62000274658203,984156,1.47,73.37519958496094,70.06644989013672,True
MFC.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,60.86000061035156,60.619998931884766,4609827,0.77,55.55260009765625,50.50110000610351,True
PPL.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,71.55999755859375,71.01000213623047,2259447,0.6,66.53680030822754,59.06060005187988,True
SLF.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,114.68000030517578,114.52999877929688,1287587,1.34,105.07280029296875,91.59750019073486,True
AC.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,23.239999771118164,25.5,2676491,0.41,22.10380012512207,19.645200033187866,False
AEM.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,192.89999389648438,348.94000244140625,1109203,0.77,234.8844009399414,255.71645095825195,False
AGI.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,39.689998626708984,75.77999877929688,1820247,0.78,50.14599998474121,54.16430000305176,False
AQN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,8.239999771118164,9.6899995803833,2918868,0.68,8.236799974441528,8.497199990749358,False
ARX.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,31.75,32.58000183105469,3358516,0.48,30.99300010681152,27.169349994659424,False
ATD.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,90.41000366210938,95.1500015258789,1945206,0.78,83.90299987792969,77.99550003051758,False
ATH.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,10.630000114440918,12.859999656677246,1564478,0.74,11.162799968719483,8.978849999904632,False
BB.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,12.84000015258789,18.450000762939453,6106470,1.14,12.553199949264526,7.367749984264374,False
BMO.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,256.44000244140625,257.9800109863281,2034082,0.83,232.22079986572265,197.8028997039795,False
BNS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,125.91000366210938,126.87000274658203,5384105,0.43,115.38679992675782,102.55205005645752,False
BTE.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,5.78000020980835,7.369999885559082,4134036,0.71,6.342600002288818,5.122349992990494,False
CAE.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,34.68000030517578,47.650001525878906,812249,0.74,35.60560020446778,38.68130004882813,False
CCL-B.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,92.36000061035156,95.0,396022,0.69,87.4354002380371,85.3375500869751,False
CLS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,426.9599914550781,655.5,331000,1.62,520.0921978759766,448.3123486328125,False
CM.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,169.6199951171875,169.6300048828125,2870139,0.71,157.61820007324218,135.55829998016358,False
CNQ.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,60.20000076293945,70.98999786376953,18681807,0.37,61.70380012512207,54.85550001144409,False
CSU.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,2825.419921875,5060.7001953125,57241,0.84,2756.63041015625,2939.6389013671874,False
CVE.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,38.27000045776367,44.130001068115234,5232522,0.59,38.537999954223636,30.761499948501587,False
DOL.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,188.9499969482422,209.9600067138672,693847,0.73,181.51879974365235,186.93835006713869,False
DSG.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,106.58999633789062,150.74000549316406,317799,1.43,99.83340026855468,108.22464992523193,False
EMP-A.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,49.2599983215332,58.31999969482422,606207,0.47,48.59560012817383,48.532350101470946,False
ENB.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,79.36000061035156,80.6500015258789,4054298,0.77,77.48660095214844,71.13350053787231,False
EQB.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,145.0,149.75,95300,2.21,123.70600006103516,108.81429992675781,False
FM.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,37.38999938964844,46.36000061035156,3031989,0.55,39.1642000579834,35.71790002822876,False
FTS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,82.43000030517578,82.66999816894531,1024686,1.1,78.88760025024413,75.25260013580322,False
GIB-A.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,95.69999694824219,142.47999572753906,641698,0.57,91.97399978637695,108.86329986572265,False
HIVE.TO,52_WEEK_BREAKOUT,IGNORE,Price below minimum,4.050000190734863,10.960000038146973,3931856,0.5,5.183800010681153,4.61735001206398,False
IFC.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,294.25,310.8399963378906,435583,0.64,277.6633987426758,268.7493992614746,False
IMO.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,168.35000610351562,191.75999450683594,604048,0.67,170.6716000366211,151.86285007476806,False
K.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,32.22999954223633,53.56999969482422,3311000,0.82,37.621000137329105,40.18050009727478,False
LUN.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,33.59000015258789,45.7400016784668,2449796,1.01,37.38960029602051,32.434900035858156,False
MRU.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,94.11000061035156,107.77999877929688,541256,0.5,90.76219955444336,94.57829971313477,False
NA.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,234.33999633789062,235.3699951171875,1375199,0.67,213.81439910888673,183.30669944763184,False
NTR.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,94.2699966430664,116.94999694824219,2029072,0.48,93.77080001831055,91.99925018310547,False
PAAS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,58.97999954223633,95.38999938964844,795263,0.82,70.67119995117187,69.78915016174317,False
PEY.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,24.299999237060547,29.219999313354492,660230,0.84,25.055800170898436,23.94150001525879,False
RY.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,303.1600036621094,305.9800109863281,3380128,1.03,273.94459930419924,236.553099899292,False
SHOP.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,175.75999450683594,253.10000610351562,2035643,0.82,155.87980010986328,187.0765000152588,False
STN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,98.9800033569336,160.0500030517578,536437,1.08,103.29380020141602,126.65914974212646,False
SU.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,85.29000091552734,96.52999877929688,5092086,0.61,85.5934001159668,74.26790023803711,False
TD.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,174.05999755859375,175.3300018310547,7135812,0.98,160.73219970703124,135.01154975891114,False
TECK-B.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,78.41999816894531,98.57499694824219,1095984,0.83,87.23260040283203,73.15879999160767,False
