symbol,strategy,decision,reason,price,prior_52_week_high,average_volume,rvol,sma_50,sma_200,breakout
CNR.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,183.9199981689453,181.8000030517578,1226187,1.45,166.9733999633789,146.95824981689452,True
AC.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,22.649999618530273,25.5,1965949,0.85,22.434600105285643,19.767750034332277,False
AEM.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,203.4499969482422,348.94000244140625,937954,0.93,228.690400390625,254.75760093688965,False
AGI.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,41.369998931884766,75.77999877929688,1358921,1.11,48.46639984130859,53.976450023651125,False
AQN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,8.4399995803833,9.6899995803833,2962268,0.48,8.212199926376343,8.507849986553191,False
ARX.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,32.459999084472656,32.790000915527344,3232472,1.13,31.104600105285645,27.327299995422365,False
ATD.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,88.66000366210938,95.1500015258789,1555790,0.81,85.0152001953125,78.39225009918214,False
ATH.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,11.279999732971191,12.859999656677246,1544630,1.06,11.072599983215332,9.079850001335144,False
BB.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,12.149999618530273,18.450000762939453,6821153,0.43,12.986999950408936,7.51689998626709,False
BMO.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,248.9499969482422,258.2099914550781,1838550,1.35,236.66719940185547,199.60504959106444,False
BNS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,121.87999725341797,126.87000274658203,5042895,1.15,117.20500015258789,103.39295009613038,False
BTE.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,6.199999809265137,7.369999885559082,3956373,1.73,6.259200010299683,5.188399993181228,False
CAE.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,34.91999816894531,47.650001525878906,836825,1.98,35.40400016784668,38.5306000328064,False
CCL-B.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,89.11000061035156,95.0,356348,1.66,88.12160034179688,85.65450004577637,False
CLS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,470.9100036621094,655.5,336572,1.56,510.87659729003906,450.9160485839844,False
CM.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,164.1300048828125,171.63999938964844,2635420,1.34,159.2297998046875,136.9395000076294,False
CNQ.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,66.19999694824219,70.98999786376953,13773757,0.47,61.70640014648438,55.301250019073485,False
CP.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,130.05999755859375,131.88999938964844,1310360,1.43,123.99599899291992,111.22469966888428,False
CSU.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,2565.610107421875,4922.93017578125,55041,1.04,2781.6650048828124,2911.4389001464842,False
CVE.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,41.869998931884766,44.130001068115234,6619324,1.0,38.54219993591309,31.165049962997436,False
DOL.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,181.5,209.9600067138672,654867,1.41,182.9683996582031,187.07340003967286,False
DSG.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,92.66999816894531,150.74000549316406,281752,1.09,100.24620010375976,107.51884986877441,False
EMA.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,77.22000122070312,77.80000305175781,1010239,0.76,73.86919982910156,70.31329990386963,False
EMP-A.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,49.130001068115234,58.31999969482422,572372,0.68,48.94520011901855,48.53490009307861,False
ENB.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,79.43000030517578,80.6500015258789,4050819,0.75,77.97260070800782,71.36770051956177,False
EQB.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,138.47999572753906,150.32000732421875,98359,0.72,125.88459991455078,110.02184986114501,False
FM.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,39.04999923706055,46.36000061035156,2839731,0.99,39.621000061035154,35.87705004692078,False
FTS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,82.52999877929688,82.87000274658203,986269,0.87,79.38800018310548,75.54920013427734,False
GIB-A.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,89.86000061035156,142.47999572753906,537524,1.83,92.2847998046875,108.09634983062745,False
HIVE.TO,52_WEEK_BREAKOUT,IGNORE,Price below minimum,4.5,10.960000038146973,2698644,0.61,5.217800025939941,4.579150013923645,False
