symbol,strategy,decision,reason,price,prior_52_week_high,average_volume,rvol,sma_50,sma_200,breakout
NA.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,228.00999450683594,237.1300048828125,1259488,0.93,215.76459899902343,184.94834938049317,False
NTR.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,96.4000015258789,116.94999694824219,1802826,0.56,93.4418002319336,92.25885021209717,False
PAAS.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,63.68000030517578,95.38999938964844,833311,1.45,69.3391999053955,69.90020015716553,False
PEY.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,25.520000457763672,29.219999313354492,664165,0.93,24.986800117492677,24.062450017929077,False
PPL.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,71.62999725341797,72.37999725341797,2073296,0.72,67.2900001525879,59.374000034332276,False
RY.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,297.95001220703125,306.3800048828125,3540863,1.14,278.17399932861326,238.44954986572264,False
SHOP.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,166.8800048828125,253.10000610351562,1962280,0.83,157.9617999267578,186.39559997558592,False
SLF.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,114.69999694824219,115.44999694824219,1110374,0.81,106.41880020141602,92.21240013122559,False
STN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,95.7699966430664,160.0500030517578,527342,0.69,101.19240005493164,125.60199974060059,False
SU.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,91.22000122070312,96.52999877929688,4053472,0.51,85.44699981689453,74.86085020065308,False
TD.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,170.72000122070312,175.3300018310547,6911521,0.57,162.73739990234375,136.2169498062134,False
TECK-B.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,80.66000366210938,98.57499694824219,1017616,0.97,86.77940017700195,73.49859996795654,False
TFII.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,215.0399932861328,233.85000610351562,219112,0.55,208.3227993774414,163.3442003250122,False
TOU.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,64.77999877929688,70.56999969482422,2190390,0.69,62.88660011291504,62.62404996871948,False
TRP.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,98.33000183105469,100.18000030517578,4952272,0.54,95.73580001831054,83.9046499633789,False
WCN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,236.19000244140625,264.5799865722656,400638,0.64,224.0001998901367,230.23259963989258,False
WPM.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,156.77999877929688,226.67999267578125,697071,1.24,167.88840026855468,171.94415016174315,False
