symbol,strategy,decision,reason,price,prior_52_week_high,average_volume,rvol,sma_50,sma_200,breakout
FTS.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,82.98999786376953,82.87000274658203,1009815,1.38,79.49560012817383,75.6097501373291,True
MFC.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,61.560001373291016,61.18000030517578,3887575,0.89,56.289800033569335,50.99770000457764,True
PPL.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,72.44000244140625,72.38999938964844,2059189,0.93,67.61760009765625,59.51190002441406,True
SLF.TO,52_WEEK_BREAKOUT,WATCH,52-week breakout but relative volume is too low,116.0,115.44999694824219,1121960,1.27,107.14600021362304,92.51270011901856,True
AC.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,23.270000457763672,25.5,1955477,1.0,22.50520008087158,19.789350032806396,False
AEM.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,204.8699951171875,348.94000244140625,947380,0.77,227.35480010986328,254.58620094299317,False
AGI.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,41.72999954223633,75.77999877929688,1301426,0.42,48.07439979553223,53.941100025177,False
AQN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,8.59000015258789,9.6899995803833,2972612,0.81,8.217199926376344,8.509649984836578,False
ARX.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,32.689998626708984,32.97999954223633,3385738,1.34,31.13540008544922,27.358849992752074,False
ATD.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,88.81999969482422,95.1500015258789,1481800,0.65,85.2154002380371,78.46920013427734,False
ATH.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,10.960000038146973,12.859999656677246,1615259,1.42,11.060799980163575,9.102249999046325,False
BB.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,12.039999961853027,18.450000762939453,6343561,0.27,13.059799938201904,7.544249985218048,False
BMO.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,250.77000427246094,258.2099914550781,1847212,0.77,237.46539947509766,199.94739959716796,False
BNS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,122.7300033569336,126.87000274658203,5143410,1.0,117.52400009155274,103.54660007476807,False
BTE.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,6.090000152587891,7.369999885559082,3896659,0.7,6.248400011062622,5.202149991989136,False
CAE.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,35.5099983215332,47.650001525878906,828213,0.78,35.38940010070801,38.50355001449585,False
CCL-B.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,90.69999694824219,95.0,355311,0.93,88.22600036621094,85.71450004577636,False
CLS.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,430.07000732421875,655.5,342168,1.16,510.0407971191406,451.6279486083984,False
CM.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,165.67999267578125,171.63999938964844,2567829,0.84,159.45459991455078,137.19075004577635,False
CNQ.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,65.4800033569336,70.98999786376953,13421140,0.3,61.74500015258789,55.40585000991821,False
CNR.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,182.91000366210938,184.8300018310547,1214096,1.27,167.58600006103515,147.20394981384277,False
CP.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,130.32000732421875,131.88999938964844,1291638,1.18,124.24459899902344,111.33529964447021,False
CSU.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,2667.239990234375,4922.93017578125,53366,0.63,2784.87720703125,2904.7789501953125,False
CVE.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,41.29999923706055,44.130001068115234,4809808,0.72,38.557799911499025,31.25274995803833,False
DOL.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,184.67999267578125,209.9600067138672,659189,1.17,183.09939971923828,187.08805000305176,False
DSG.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,96.23999786376953,150.74000549316406,275093,0.77,100.25740005493164,107.32229988098145,False
EMA.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,77.5199966430664,77.80000305175781,1022866,0.99,73.98059982299804,70.36414989471436,False
EMP-A.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,50.099998474121094,58.31999969482422,568561,0.46,49.00140014648437,48.537850093841556,False
ENB.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,80.20999908447266,80.6500015258789,4257827,1.59,78.0574006652832,71.41770051956176,False
EQB.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,138.4600067138672,150.32000732421875,96296,0.36,126.34399978637695,110.2436498260498,False
FM.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,38.52000045776367,46.36000061035156,2701112,0.7,39.68200004577637,35.914500045776364,False
GIB-A.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,93.58999633789062,142.47999572753906,523404,0.82,92.34799987792968,107.91009983062744,False
HIVE.TO,52_WEEK_BREAKOUT,IGNORE,Price below minimum,4.179999828338623,10.960000038146973,2540062,0.51,5.230200023651123,4.56270001411438,False
IFC.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,293.4599914550781,310.8399963378906,339918,0.98,282.33559844970705,269.47124938964845,False
IMO.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,181.2899932861328,191.75999450683594,603293,0.91,170.3870001220703,153.31085006713866,False
K.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,33.65999984741211,53.56999969482422,3035188,0.63,36.483800163269045,40.116650085449216,False
LUN.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,35.939998626708984,45.7400016784668,2145372,0.73,37.15040031433105,32.865750045776366,False
MRU.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,92.52999877929688,107.77999877929688,481062,0.46,91.23599960327148,94.57019973754883,False
NA.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,227.39999389648438,237.1300048828125,1202357,0.73,216.5639990234375,185.70814933776856,False
NTR.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,96.12999725341797,116.94999694824219,1799975,0.75,93.37580032348633,92.38845024108886,False
PAAS.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,62.09000015258789,95.38999938964844,812471,0.96,68.40339988708496,69.97785015106201,False
PEY.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,26.1299991607666,29.219999313354492,686486,1.21,24.997400093078614,24.129600019454955,False
RY.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,295.010009765625,306.3800048828125,3576391,0.64,280.0616000366211,239.35720001220704,False
SHOP.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,160.4600067138672,253.10000610351562,1964282,0.66,158.9136001586914,185.74724998474122,False
STN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,95.12999725341797,160.0500030517578,520409,0.83,100.355,125.00579971313476,False
SU.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,92.8499984741211,96.52999877929688,3842794,0.65,85.5363998413086,75.20610021591186,False
TD.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,169.0,175.3300018310547,7066647,0.65,163.6288000488281,136.7770997619629,False
TECK-B.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,85.01000213623047,98.57499694824219,1035913,0.9,86.48160034179688,73.72109998703003,False
TFII.TO,52_WEEK_BREAKOUT,IGNORE,Average volume too low,212.42999267578125,233.85000610351562,225009,0.94,209.45019927978515,164.20520030975342,False
TOU.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,65.16000366210938,70.56999969482422,2075802,0.49,62.834399948120115,62.66334995269776,False
TRP.TO,52_WEEK_BREAKOUT,IGNORE,Price has not reached the prior 52-week high,99.58999633789062,100.18000030517578,4884064,0.86,96.06080001831054,84.12434997558594,False
WCN.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,239.36000061035156,264.5799865722656,398447,0.95,225.17259979248047,230.16424964904786,False
WPM.TO,52_WEEK_BREAKOUT,IGNORE,50-day SMA is not above 200-day SMA,157.27000427246094,226.67999267578125,706332,0.85,166.27320037841798,171.97210021972657,False
