Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CP.TO,CP.TO,CP.TO,CP.TO,CP.TO,CP.TO
Date,,,,,,
2021-07-08,87.77306365966797,91.2699966430664,94.75,90.79000091552734,94.54000091552734,2444400
2021-07-09,89.47523498535156,93.04000091552734,93.4000015258789,91.55000305175781,92.29000091552734,1112600
2021-07-12,88.18657684326172,91.69999694824219,93.0,91.08000183105469,92.87999725341797,614600
2021-07-13,87.75379180908203,91.25,92.18000030517578,90.68000030517578,91.31999969482422,758100
2021-07-14,86.5709457397461,90.0199966430664,91.30000305175781,89.93000030517578,91.27999877929688,1059400
2021-07-15,87.8499755859375,91.3499984741211,92.01000213623047,89.5999984741211,89.7300033569336,715500
2021-07-16,87.77306365966797,91.2699966430664,91.83999633789062,90.62000274658203,91.30000305175781,822500
2021-07-19,86.87867736816406,90.33999633789062,90.56999969482422,89.16000366210938,90.5,1503100
2021-07-20,87.61915588378906,91.11000061035156,92.13999938964844,90.27999877929688,90.8499984741211,940300
2021-07-21,87.44608306884766,90.93000030517578,91.58999633789062,90.76000213623047,91.2699966430664,618300
2021-07-22,87.96537780761719,91.47000122070312,92.12999725341797,91.0,91.02999877929688,716300
2021-07-23,89.25404357910156,92.80999755859375,93.55999755859375,91.66999816894531,91.75,857500
2021-07-26,87.9461441040039,91.44999694824219,92.55999755859375,90.72000122070312,92.5,978200
2021-07-27,87.34030151367188,90.81999969482422,91.58999633789062,89.83999633789062,91.58999633789062,924600
2021-07-28,86.8305892944336,90.29000091552734,91.27999877929688,89.98999786376953,90.58000183105469,1224300
2021-07-29,88.0230712890625,91.52999877929688,92.5,90.95999908447266,91.41999816894531,1060800
2021-07-30,89.0905532836914,92.63999938964844,92.7699966430664,91.0199966430664,91.26000213623047,1482900
2021-08-03,89.53292083740234,93.0999984741211,93.94999694824219,92.6500015258789,92.66999816894531,910400
2021-08-04,89.02324676513672,92.56999969482422,92.94000244140625,91.83000183105469,92.86000061035156,758700
2021-08-05,88.58086395263672,92.11000061035156,92.77999877929688,91.87999725341797,92.73999786376953,742100
2021-08-06,88.76358032226562,92.30000305175781,93.63999938964844,92.04000091552734,92.58999633789062,635500
2021-08-09,87.99422454833984,91.5,92.45999908447266,91.4000015258789,92.05000305175781,602900
2021-08-10,86.94600677490234,90.41000366210938,91.1500015258789,89.0999984741211,89.0999984741211,1371000
2021-08-11,88.3019790649414,91.81999969482422,91.94000244140625,89.88999938964844,90.48999786376953,826800
2021-08-12,87.47492980957031,90.95999908447266,91.7300033569336,90.51000213623047,91.5199966430664,733700
2021-08-13,87.34030151367188,90.81999969482422,91.54000091552734,90.41000366210938,91.12999725341797,519500
2021-08-16,86.32090759277344,89.76000213623047,90.5199966430664,89.55000305175781,90.51000213623047,1074500
2021-08-17,86.35936737060547,89.80000305175781,89.98999786376953,88.4000015258789,89.7699966430664,680400
2021-08-18,86.33052062988281,89.7699966430664,90.4800033569336,89.55999755859375,89.86000061035156,681800
2021-08-19,87.3306884765625,90.80999755859375,90.91999816894531,89.5199966430664,89.5199966430664,785200
2021-08-20,87.0036849975586,90.47000122070312,90.91999816894531,90.16999816894531,90.8499984741211,539600
2021-08-23,86.70557403564453,90.16000366210938,90.54000091552734,89.76000213623047,90.54000091552734,619500
2021-08-24,85.9169921875,89.33999633789062,90.4800033569336,89.29000091552734,89.94999694824219,818000
2021-08-25,86.28243255615234,89.72000122070312,89.91999816894531,88.91000366210938,89.26000213623047,641500
2021-08-26,86.78252410888672,90.23999786376953,90.52999877929688,89.61000061035156,89.79000091552734,748400
2021-08-27,87.13834381103516,90.61000061035156,91.23999786376953,90.22000122070312,90.41999816894531,666900
2021-08-30,87.34030151367188,90.81999969482422,91.31999969482422,89.87999725341797,90.48999786376953,477600
2021-08-31,83.36852264404297,86.69000244140625,91.75,85.11000061035156,91.01000213623047,7315800
2021-09-01,87.65763092041016,91.1500015258789,91.94000244140625,87.55000305175781,88.3499984741211,6042700
2021-09-02,89.58102416992188,93.1500015258789,93.33999633789062,91.19999694824219,91.19999694824219,2841000
2021-09-03,87.11911010742188,90.58999633789062,93.79000091552734,90.51000213623047,93.48999786376953,3501300
2021-09-07,86.28243255615234,89.72000122070312,91.87999725341797,89.33999633789062,90.81999969482422,2923100
