Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TECK-B.TO,TECK-B.TO,TECK-B.TO,TECK-B.TO,TECK-B.TO,TECK-B.TO
Date,,,,,,
2021-07-08,26.054794311523438,27.940000534057617,28.049999237060547,26.899999618530273,27.510000228881836,1964960
2021-07-09,27.304380416870117,29.280000686645508,29.420000076293945,28.469999313354492,28.479999542236328,2314952
2021-07-12,27.388315200805664,29.3700008392334,29.540000915527344,28.760000228881836,29.0,1083810
2021-07-13,26.772838592529297,28.709999084472656,29.450000762939453,28.559999465942383,29.34000015258789,1278163
2021-07-14,26.35320472717285,28.260000228881836,29.31999969482422,28.155000686645508,29.09000015258789,1200380
2021-07-15,26.33455467224121,28.239999771118164,28.809999465942383,27.950000762939453,28.190000534057617,1140763
2021-07-16,25.26214599609375,27.09000015258789,28.270000457763672,26.969999313354492,28.219999313354492,1686900
2021-07-19,23.80740737915039,25.530000686645508,26.0,25.260000228881836,25.979999542236328,2892584
2021-07-20,23.695497512817383,25.40999984741211,25.979999542236328,25.110000610351562,25.600000381469727,2069230
2021-07-21,24.842512130737305,26.639999389648438,26.829999923706055,25.8700008392334,25.889999389648438,2088247
2021-07-22,24.767908096313477,26.559999465942383,26.770000457763672,26.075000762939453,26.670000076293945,1491327
2021-07-23,24.618703842163086,26.399999618530273,27.0,26.239999771118164,26.950000762939453,1662266
2021-07-26,25.504608154296875,27.350000381469727,28.020000457763672,26.940000534057617,26.950000762939453,1793498
2021-07-27,25.439332962036133,27.280000686645508,27.440000534057617,26.059999465942383,26.709999084472656,2285546
2021-07-28,26.427806854248047,28.34000015258789,28.43000030517578,27.389999389648438,27.450000762939453,1477142
2021-07-29,26.959348678588867,28.90999984741211,29.280000686645508,28.559999465942383,28.68000030517578,1729143
2021-07-30,26.558359146118164,28.479999542236328,28.829999923706055,28.079999923706055,28.559999465942383,1880132
2021-08-03,26.1294002532959,28.020000457763672,28.15999984741211,27.25,28.040000915527344,1617940
2021-08-04,25.47663116455078,27.31999969482422,28.0,27.309999465942383,27.799999237060547,1279855
2021-08-05,25.122272491455078,26.940000534057617,27.450000762939453,26.780000686645508,27.190000534057617,1076423
2021-08-06,25.653812408447266,27.510000228881836,27.790000915527344,27.25,27.290000915527344,1149465
2021-08-09,25.439332962036133,27.280000686645508,27.350000381469727,26.889999389648438,27.1299991607666,841221
2021-08-10,26.6982364654541,28.6299991607666,28.709999084472656,27.200000762939453,27.299999237060547,1625481
2021-08-11,26.791494369506836,28.729999542236328,29.469999313354492,28.200000762939453,28.75,1822840
2021-08-12,26.623640060424805,28.549999237060547,28.6299991607666,28.0,28.530000686645508,1089418
2021-08-13,26.66093635559082,28.59000015258789,28.899999618530273,28.5,28.639999389648438,702793
2021-08-16,26.11075210571289,28.0,28.15999984741211,27.399999618530273,28.15999984741211,1394982
2021-08-17,25.31810188293457,27.149999618530273,27.690000534057617,26.84000015258789,27.540000915527344,2131392
2021-08-18,25.6071834564209,27.459999084472656,27.600000381469727,26.6200008392334,26.81999969482422,1898416
2021-08-19,23.704830169677734,25.420000076293945,26.75,25.170000076293945,26.610000610351562,3538698
2021-08-20,23.536972045898438,25.239999771118164,25.770000457763672,24.84000015258789,25.489999771118164,1818045
2021-08-23,24.74925994873047,26.540000915527344,26.610000610351562,25.780000686645508,25.799999237060547,1747634
2021-08-24,24.898466110229492,26.700000762939453,27.31999969482422,26.670000076293945,27.040000915527344,1357102
2021-08-25,25.532583236694336,27.3799991607666,27.68000030517578,26.56999969482422,26.760000228881836,1435015
2021-08-26,25.728412628173828,27.59000015258789,27.979999542236328,27.375,27.510000228881836,1432054
2021-08-27,26.87541961669922,28.81999969482422,29.059999465942383,27.899999618530273,27.969999313354492,2547141
