TMQS,RVOL,Breakout Only,ATR Multiplier,Reward Multiplier,Max Hold Days,Return,Trades,Win Rate,Profit Factor,Expectancy,Max Drawdown
60,1.5,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
65,1.0,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
65,1.0,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
65,1.5,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
65,1.5,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
70,1.0,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
70,1.0,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
70,1.5,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
70,1.5,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
75,1.0,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
75,1.0,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
75,1.5,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
75,1.5,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
80,1.0,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
80,1.0,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
80,1.5,True,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
80,1.5,False,2.0,1.5,5,15.86,2019,54.83,1.44,0.73,-1.07
60,1.0,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
60,1.0,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
60,1.5,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
60,1.5,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
65,1.0,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
65,1.0,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
65,1.5,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
65,1.5,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
70,1.0,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
70,1.0,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
70,1.5,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
70,1.5,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
75,1.0,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
75,1.0,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
75,1.5,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
75,1.5,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
80,1.0,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
80,1.0,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
80,1.5,True,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
80,1.5,False,1.5,1.5,7,15.7,2019,52.4,1.4,0.72,-0.94
60,1.0,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
60,1.0,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
60,1.5,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
60,1.5,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
65,1.0,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
65,1.0,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
65,1.5,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
65,1.5,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
70,1.0,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
70,1.0,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
70,1.5,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
70,1.5,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
75,1.0,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
75,1.0,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
75,1.5,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
75,1.5,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
80,1.0,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
80,1.0,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
80,1.5,True,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
80,1.5,False,1.0,2.5,5,15.1,2019,47.4,1.49,0.7,-0.83
60,1.0,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
60,1.0,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
60,1.5,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
60,1.5,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
65,1.0,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
65,1.0,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
65,1.5,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
65,1.5,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
70,1.0,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
70,1.0,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
70,1.5,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
70,1.5,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
75,1.0,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
75,1.0,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
75,1.5,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
75,1.5,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
80,1.0,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
80,1.0,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
80,1.5,True,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
80,1.5,False,1.0,2.0,7,14.53,2019,46.51,1.44,0.67,-0.81
60,1.0,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
60,1.0,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
60,1.5,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
60,1.5,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
65,1.0,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
65,1.0,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
65,1.5,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
65,1.5,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
70,1.0,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
70,1.0,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
70,1.5,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
70,1.5,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
75,1.0,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
75,1.0,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
75,1.5,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
75,1.5,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
80,1.0,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
80,1.0,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
80,1.5,True,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
80,1.5,False,1.5,1.5,5,14.25,2019,53.39,1.42,0.66,-0.86
60,2.0,True,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
60,2.0,False,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
65,2.0,True,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
65,2.0,False,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
70,2.0,True,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
70,2.0,False,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
75,2.0,True,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
75,2.0,False,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
80,2.0,True,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
80,2.0,False,2.0,2.5,10,13.96,916,52.84,1.67,1.43,-0.84
60,1.0,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
60,1.0,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
60,1.5,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
60,1.5,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
65,1.0,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
65,1.0,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
65,1.5,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
65,1.5,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
70,1.0,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
70,1.0,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
70,1.5,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
70,1.5,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
75,1.0,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
75,1.0,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
75,1.5,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
75,1.5,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
80,1.0,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
80,1.0,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
80,1.5,True,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
80,1.5,False,1.0,1.5,10,13.69,2019,49.33,1.42,0.64,-0.53
60,2.0,True,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
60,2.0,False,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
65,2.0,True,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
65,2.0,False,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
70,2.0,True,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
70,2.0,False,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
75,2.0,True,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
75,2.0,False,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
80,2.0,True,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
80,2.0,False,2.0,2.0,10,13.08,916,53.06,1.63,1.34,-0.82
60,2.0,True,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
60,2.0,False,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
65,2.0,True,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
65,2.0,False,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
70,2.0,True,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
70,2.0,False,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
75,2.0,True,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
75,2.0,False,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
80,2.0,True,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
80,2.0,False,1.5,2.5,10,12.97,916,49.24,1.69,1.33,-0.92
60,1.0,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
60,1.0,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
60,1.5,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
60,1.5,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
65,1.0,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
65,1.0,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
65,1.5,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
65,1.5,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
70,1.0,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
70,1.0,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
70,1.5,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
70,1.5,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
75,1.0,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
75,1.0,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
75,1.5,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
75,1.5,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
80,1.0,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
80,1.0,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
80,1.5,True,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
80,1.5,False,1.0,2.0,5,12.61,2019,48.19,1.42,0.59,-0.98
60,1.0,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
60,1.0,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
60,1.5,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
60,1.5,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
65,1.0,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
65,1.0,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
65,1.5,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
65,1.5,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
70,1.0,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
70,1.0,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
70,1.5,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
70,1.5,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
75,1.0,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
75,1.0,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
75,1.5,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
75,1.5,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
80,1.0,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
80,1.0,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
80,1.5,True,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
80,1.5,False,1.0,1.5,7,12.51,2019,50.12,1.4,0.58,-0.7
60,2.0,True,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
60,2.0,False,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
65,2.0,True,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
65,2.0,False,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
70,2.0,True,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
70,2.0,False,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
75,2.0,True,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
75,2.0,False,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
80,2.0,True,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
80,2.0,False,1.5,2.0,10,11.49,916,49.89,1.62,1.19,-0.85
60,2.0,True,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
60,2.0,False,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
65,2.0,True,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
65,2.0,False,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
70,2.0,True,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
70,2.0,False,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
75,2.0,True,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
75,2.0,False,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
80,2.0,True,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
80,2.0,False,2.0,1.5,10,11.24,916,53.71,1.55,1.17,-0.7
60,1.0,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
60,1.0,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
60,1.5,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
60,1.5,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
65,1.0,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
65,1.0,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
65,1.5,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
65,1.5,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
70,1.0,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
70,1.0,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
70,1.5,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
70,1.5,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
75,1.0,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
75,1.0,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
75,1.5,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
75,1.5,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
80,1.0,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
80,1.0,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
80,1.5,True,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
80,1.5,False,1.0,1.5,5,10.99,2019,50.67,1.38,0.52,-0.72
60,2.0,True,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
60,2.0,False,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
65,2.0,True,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
65,2.0,False,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
70,2.0,True,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
70,2.0,False,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
75,2.0,True,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
75,2.0,False,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
80,2.0,True,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
80,2.0,False,2.0,2.5,7,10.77,916,55.46,1.61,1.12,-0.76
60,2.0,True,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
60,2.0,False,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
65,2.0,True,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
65,2.0,False,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
70,2.0,True,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
70,2.0,False,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
75,2.0,True,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
75,2.0,False,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
80,2.0,True,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
80,2.0,False,1.5,2.5,7,10.45,916,52.73,1.64,1.09,-0.72
60,2.0,True,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
60,2.0,False,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
65,2.0,True,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
65,2.0,False,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
70,2.0,True,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
70,2.0,False,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
75,2.0,True,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
75,2.0,False,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
80,2.0,True,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
80,2.0,False,2.0,2.0,7,10.21,916,55.68,1.58,1.06,-0.76
60,2.0,True,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
60,2.0,False,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
65,2.0,True,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
65,2.0,False,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
70,2.0,True,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
70,2.0,False,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
75,2.0,True,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
75,2.0,False,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
80,2.0,True,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
80,2.0,False,1.5,1.5,10,10.08,916,51.86,1.57,1.05,-0.62
60,2.0,True,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
60,2.0,False,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
65,2.0,True,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
65,2.0,False,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
70,2.0,True,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
70,2.0,False,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
75,2.0,True,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
75,2.0,False,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
80,2.0,True,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
80,2.0,False,1.0,2.5,10,9.59,916,43.45,1.64,1.0,-0.54
60,2.0,True,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
60,2.0,False,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
65,2.0,True,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
65,2.0,False,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
70,2.0,True,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
70,2.0,False,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
75,2.0,True,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
75,2.0,False,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
80,2.0,True,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
80,2.0,False,1.5,2.0,7,9.4,916,52.84,1.58,0.98,-0.66
60,2.0,True,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
60,2.0,False,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
65,2.0,True,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
65,2.0,False,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
70,2.0,True,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
70,2.0,False,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
75,2.0,True,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
75,2.0,False,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
80,2.0,True,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
80,2.0,False,2.0,1.5,7,9.01,916,55.79,1.52,0.94,-0.64
60,2.0,True,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
60,2.0,False,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
65,2.0,True,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
65,2.0,False,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
70,2.0,True,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
70,2.0,False,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
75,2.0,True,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
75,2.0,False,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
80,2.0,True,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
80,2.0,False,1.5,1.5,7,8.64,916,54.15,1.55,0.91,-0.56
60,2.0,True,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
60,2.0,False,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
65,2.0,True,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
65,2.0,False,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
70,2.0,True,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
70,2.0,False,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
75,2.0,True,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
75,2.0,False,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
80,2.0,True,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
80,2.0,False,1.5,2.5,5,8.62,916,53.93,1.62,0.9,-0.52
60,2.0,True,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
60,2.0,False,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
65,2.0,True,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
65,2.0,False,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
70,2.0,True,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
70,2.0,False,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
75,2.0,True,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
75,2.0,False,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
80,2.0,True,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
80,2.0,False,2.0,2.5,5,8.46,916,55.24,1.56,0.89,-0.66
60,2.0,True,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
60,2.0,False,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
65,2.0,True,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
65,2.0,False,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
70,2.0,True,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
70,2.0,False,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
75,2.0,True,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
75,2.0,False,1.0,2.5,7,8.4,916,46.18,1.61,0.88,-0.64
